+---------+-------+-----------+--------+-----------+------------+
|hall_name|session|seat_number|seat_row|seat_markup|is_available|
|Hall 924 |781    |6          |1       |30         |true        |
|Hall 581 |782    |20         |8       |20         |true        |
|Hall 581 |782    |10         |4       |10         |true        |
|Hall 581 |782    |19         |8       |30         |true        |
|Hall 581 |782    |17         |4       |20         |true        |
|Hall 536 |783    |6          |2       |10         |true        |
|Hall 536 |783    |17         |1       |50         |true        |
|Hall 536 |783    |13         |5       |20         |true        |
|Hall 536 |783    |20         |2       |30         |true        |
|Hall 536 |783    |4          |3       |30         |true        |
|Hall 536 |783    |9          |3       |20         |true        |
|Hall 1727|784    |8          |7       |50         |true        |
|Hall 1727|784    |13         |10      |30         |true        |
|Hall 1727|784    |11         |8       |20         |true        |
|Hall 1727|784    |14         |10      |50         |true        |
|Hall 1727|784    |4          |10      |50         |true        |
|Hall 208 |785    |20         |3       |20         |true        |
|Hall 208 |785    |14         |1       |50         |true        |
|Hall 208 |785    |18         |6       |20         |true        |
|Hall 208 |785    |6          |7       |30         |true        |
|Hall 208 |785    |4          |4       |50         |true        |
|Hall 1571|786    |4          |8       |10         |true        |
|Hall 1571|786    |16         |6       |10         |true        |
|Hall 1571|786    |13         |5       |10         |true        |
|Hall 884 |787    |8          |2       |50         |true        |
|Hall 884 |787    |7          |4       |10         |true        |
|Hall 884 |787    |5          |6       |20         |true        |
|Hall 469 |788    |5          |3       |50         |true        |
|Hall 469 |788    |19         |1       |50         |true        |
|Hall 469 |788    |16         |2       |50         |true        |
|Hall 469 |788    |20         |4       |20         |true        |
|Hall 469 |788    |17         |8       |10         |true        |
|Hall 1698|789    |3          |5       |30         |true        |
|Hall 1698|789    |10         |4       |20         |true        |
|Hall 1698|789    |17         |3       |30         |true        |
|Hall 1816|790    |18         |3       |10         |true        |
|Hall 1816|790    |8          |6       |10         |true        |
|Hall 1816|790    |7          |2       |30         |true        |
|Hall 1816|790    |16         |8       |30         |true        |
|Hall 1816|790    |10         |5       |30         |true        |
|Hall 1816|790    |14         |5       |30         |true        |
|Hall 1816|790    |12         |1       |30         |true        |
|Hall 793 |791    |5          |9       |20         |true        |
|Hall 793 |791    |1          |3       |30         |true        |
|Hall 793 |791    |11         |6       |20         |true        |
|Hall 793 |791    |9          |9       |20         |true        |
|Hall 793 |791    |20         |5       |30         |true        |
|Hall 793 |791    |4          |10      |30         |true        |
|Hall 793 |791    |5          |6       |20         |true        |
|Hall 793 |791    |7          |8       |30         |true        |
|Hall 793 |791    |19         |6       |10         |true        |
|Hall 793 |791    |1          |5       |50         |true        |
|Hall 1751|792    |10         |7       |50         |true        |
|Hall 1751|792    |15         |3       |30         |true        |
|Hall 1751|792    |18         |9       |30         |true        |
|Hall 1751|792    |8          |2       |30         |true        |
|Hall 1751|792    |10         |8       |50         |true        |
|Hall 1435|793    |8          |7       |20         |true        |
|Hall 1435|793    |11         |2       |10         |true        |
|Hall 1435|793    |13         |7       |30         |true        |
|Hall 986 |794    |15         |3       |20         |true        |
|Hall 986 |794    |15         |7       |50         |true        |
|Hall 986 |794    |1          |3       |20         |true        |
|Hall 986 |794    |2          |8       |30         |true        |
|Hall 986 |794    |3          |6       |30         |true        |
|Hall 986 |794    |1          |9       |30         |true        |
|Hall 986 |794    |15         |1       |30         |true        |
|Hall 1712|795    |8          |7       |20         |true        |
|Hall 1712|795    |10         |2       |10         |true        |
|Hall 1712|795    |1          |2       |30         |true        |
|Hall 1712|795    |6          |4       |30         |true        |
|Hall 1712|795    |13         |2       |20         |true        |
|Hall 1712|795    |3          |3       |10         |true        |
|Hall 1693|796    |8          |6       |20         |true        |
|Hall 1693|796    |8          |9       |50         |true        |
|Hall 1693|796    |15         |1       |30         |true        |
|Hall 1693|796    |16         |10      |30         |true        |
|Hall 1693|796    |9          |9       |20         |true        |
|Hall 525 |797    |14         |7       |50         |true        |
|Hall 525 |797    |4          |10      |50         |true        |
|Hall 525 |797    |19         |6       |50         |true        |
|Hall 525 |797    |5          |2       |30         |true        |
|Hall 525 |797    |13         |8       |50         |true        |
|Hall 525 |797    |20         |5       |20         |true        |
|Hall 457 |798    |19         |9       |20         |true        |
|Hall 457 |798    |6          |2       |20         |true        |
|Hall 457 |798    |9          |5       |30         |true        |
|Hall 457 |798    |19         |2       |50         |true        |
|Hall 457 |798    |2          |9       |10         |true        |
|Hall 457 |798    |16         |4       |50         |true        |
|Hall 457 |798    |7          |10      |50         |true        |
|Hall 457 |798    |7          |9       |30         |true        |
|Hall 457 |798    |13         |5       |30         |true        |
|Hall 457 |798    |18         |3       |20         |true        |
|Hall 457 |798    |17         |5       |50         |true        |
|Hall 548 |799    |2          |9       |20         |true        |
|Hall 548 |799    |1          |9       |10         |true        |
|Hall 965 |800    |2          |2       |50         |true        |
|Hall 965 |800    |6          |6       |50         |true        |
|Hall 965 |800    |11         |1       |10         |true        |
|Hall 965 |800    |15         |1       |30         |true        |
